part,level,category,passage,translation,question,choice1,choice2,choice3,choice4,answer,exp_correct,exp_wrong1,exp_wrong2,exp_wrong3,q1_num,q1_question,q1_choice1,q1_choice2,q1_choice3,q1_choice4,q1_answer,q1_exp_correct,q1_exp_wrong1,q1_exp_wrong2,q1_exp_wrong3,q2_num,q2_question,q2_choice1,q2_choice2,q2_choice3,q2_choice4,q2_answer,q2_exp_correct,q2_exp_wrong1,q2_exp_wrong2,q2_exp_wrong3,q3_num,q3_question,q3_choice1,q3_choice2,q3_choice3,q3_choice4,q3_answer,q3_exp_correct,q3_exp_wrong1,q3_exp_wrong2,q3_exp_wrong3,q4_num,q4_question,q4_choice1,q4_choice2,q4_choice3,q4_choice4,q4_answer,q4_exp_correct,q4_exp_wrong1,q4_exp_wrong2,q4_exp_wrong3,q5_num,q5_question,q5_choice1,q5_choice2,q5_choice3,q5_choice4,q5_answer,q5_exp_correct,q5_exp_wrong1,q5_exp_wrong2,q5_exp_wrong3
5,550-600,品詞・語形問題,,上司は、キム氏が予想よりも効率的にデータ移行タスクを完了したと述べた。,The supervisor noted that Mr. Kim completed the data migration tasks ----- than expected.,efficient,efficiently,more efficiently,most efficiently,more efficiently,空欄の後ろにある「than expected（予想よりも）」という比較を表す表現が決定的なヒントです。「than」があるため、空欄には「比較級」の形を入れる必要があります。動詞の「completed」を修飾するために副詞（efficiently）の比較級である「more efficiently」が正解となります。,形容詞の原級（効率的な）です。動詞を修飾できないだけでなく、後ろにある「than」と連動して比較の文脈を作ることもできません。,副詞の原級（効率的に）です。動詞を修飾することはできますが、後ろに「than」があるため、原級のままここに置くことは文法的に誤りとなります。,副詞の最上級（最も効率的に）です。「than」がある場合は最上級ではなく比較級（more）を用いなければならないため、文法的に不正解です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,550-600,品詞・語形問題,,新しく改定されたガイドラインは、研究開発部門で働くすべての従業員に適用される。,The newly updated guidelines are ----- to all employees working in the research and development division.,applicable,application,applicably,apply,applicable,文の主語は「The newly updated guidelines」、動詞は「are（be動詞）」です。be動詞の後ろで主語の状態を説明する「補語（C）」になる品詞を選ぶ必要があり、ここには「形容詞」が適切です。語尾が「-able」で終わる形容詞の「applicable（適用できる、該当する）」が正解です。「be applicable to ~（〜に適用される）」はビジネス頻出イディオムです。,名詞で「応募、申請、適用」という意味の単語です。これを補語にすると「ガイドライン＝応募」という不自然なイニシャル関係（同格）になってしまうため意味が通りません。,副詞で「適用できるように」という意味の単語です。be動詞の直後の補語の位置に、名詞を修飾する役割しか持たない副詞を直接配置することはできません。,動詞の原形で「適用する、応募する」という意味です。すでに文の動詞として「are」が存在しているため、動詞の原形をそのまま並べることはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,500-550,品詞・語形問題,,機密書類は使用後すぐにシュレッダーにかけられるよう徹底してください。,Please ensure that all confidential documents are placed in the shredder ----- after use.,immediate,immediately,immediacy,immediacies,immediately,受動態の動詞句「are placed」および後ろの副詞句「after use（使用後）」を修飾し、「ただちに、すぐに」というタイミングを強調する「副詞」を選ぶ問題です。末尾が「-ly」で終わる副詞の「immediately」が文脈・文法ともに最も適しています。「immediately after ~（〜の直後に）」はパート5で非常に狙われやすい塊です。,形容詞で「即座の、直接の」という意味の単語です。動詞句や前置詞句を修飾する位置としては不適切であり、形容詞が単独でこの位置に入ることはできません。,名詞で「即時性、直接性」という意味の単語です。文法的にこの位置に名詞を配置する理由がなく、文全体の構造が崩壊してしまいます。,名詞「immediacy」の複数形です。抽象名詞の複数形であり、この文脈において目的語でも主語でもない位置に配置することは不可能です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,500-550,品詞・語形問題,,IT部は今夜午後11時から、義務付けられているシステムアップデートを実施する。,The IT department will ----- a mandatory system update starting tonight at 11:00 P.M.,implement,implementation,implementing,implemented,implement,空欄の直前に助動詞の「will」があります。英語の文法規則として、助動詞の後ろには必ず「動詞の原形」を配置しなければならないため、選択肢の中で唯一の動詞の原形である「implement（実施する、実行する）」が正解となります。,名詞で「実行、実施」という意味の単語です。助動詞「will」の直後に直接名詞を置くことは文法的に絶対に不可能です。,動詞「implement」の現在分詞または動名詞の形です。助動詞の直後に「-ing」を直接繋げることはできないため、文法的に誤りです。,動詞「implement」の過去形または過去分詞形です。助動詞の後ろは原形にする必要があるため、過去形や過去分詞を配置することはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,550-600,前置詞・接続詞問題,,その新製品ラインの発売以来、会社の収益は大幅に増加している。,The company's revenue has increased significantly ----- the launch of the new product line.,since,for,while,until,since,文の動詞が「has increased（現在完了形）」になっていることが最大のポイントです。現在完了形は「過去のある時点から現在までずっと続いていること」を表すため、過去の起点（新製品の発売）を表す前置詞の「since（〜以来）」と非常に相性が良く、文法的に正解となります。後ろの「the launch...」は名詞句なので前置詞の since が適切です。,前置詞で「〜の間（期間）」という意味です。期間を表す言葉（例：for three months）を後ろに伴う必要があり、発売という「一時点の出来事（名詞句）」を直接後ろに取ることはできません。,「〜する間に」という意味の「接続詞」です。後ろに名詞句しか存在しないため前置詞が必要なこの位置に接続詞を置くことはできません。,前置詞で「〜までずっと（継続の期限）」という意味です。これを入れると「発売されるまでずっと収益が増加した（今は増えていない）」となり、現在完了形「has increased」の表す現在への継続と矛盾します。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,500-550,品詞・語形問題,,パターソン氏は、海事法に関する広範な知識を有しているため、委員会の責任者に選出された。,Mr. Patterson was selected to lead the committee because of his ----- knowledge of maritime law.,extensively,extensive,extension,extensiveness,extensive,空欄の後ろにある「knowledge（知識）」という「名詞」を前から修飾するのに最も適切な「形容詞」を選ぶ問題です。語尾が「-ive」で終わる単語は形容詞になりやすいため、「extensive（広範な、多大な）」が正解となります。「extensive knowledge（広範な知識）」はビジネス英語の定番表現です。,副詞で「広範囲にわたって」という意味の単語です。副詞は後ろの名詞（knowledge）を直接前から修飾することができないため文法的に不適切です。,名詞で「延長、拡張、内線番号」という意味の単語です。ここに名詞を置くと「延長の知識」となり意味が通らなくなります。,名詞で「広大さ、広範性」という意味の抽象名詞です。後ろの名詞（knowledge）と重複してしまうため、文法的に置くことができません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,550-600,前置詞・接続詞問題,,管理アシスタントは、アクセス性を向上させるために、顧客ファイルをアルファベット順に分類した。,The administrative assistant sorted the client files ----- alphabetical order to improve accessibility.,in,on,at,by,in,英語の定型表現（熟語）の知識を問う問題です。「〜の順序で」と言うとき、決まった前置詞の「in」を使い、「in alphabetical order（アルファベット順に）」というフレーズを作ります。この組み合わせを知っていれば一瞬で解ける問題です。,接触を表す前置詞「on」は、順序や規則を表すフレーズ「order」の前に置いて「〜順に」という意味を作ることはできません。,特定の地点や時間を指す前置詞「at」は、「in alphabetical order」という抽象的な状態・方法を表す表現には使用できません。,「〜によって（手段、受動態の行為者）」という意味の前置詞ですが、「順序」を表す場合は「by」ではなく「in」を用いるのが英語の正しい語法です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,500-550,品詞・語形問題,,シニアパートナーたちは、財務監査が完了するまで契約交渉を一時中断することを決定した。,The senior partners decided to ----- the contract talks until the financial audits are finished.,suspend,suspension,suspended,suspends,suspend,空欄の直前に「to」があり、文脈として「decided to + 動詞の原形（〜することを決定した）」という不定詞の構造を作っています。したがって、選択肢の中から動詞の原形である「suspend（〜を一時的に中断する、保留する）」を選ぶのが正解です。,名詞で「一時停止、停職」という意味の単語です。「to」の後ろに名詞を置いて目的語にすることは、この文法構造（decide to do）では不可能です。,動詞「suspend」の過去形または過去分詞形です。不定詞の「to」の後ろに過去形や過去分詞を配置することは文法規則違反となります。,動詞「suspend」の三人称単数現在形です。不定詞の「to」の後ろは必ず原形でなければならないため、三人称単数の「-s」が付いた形は置けません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,500-550,品詞・語形問題,,そのオンラインバンキングアプリを使えば、ユーザーは口座間で資金を安全に移動させることができる。,The online banking application allows users to transfer funds between accounts -----.,secure,securely,security,securities,securely,文の主要要素は「allows（動詞）+ users（目的語）+ to transfer funds（目的語補語の不定詞）」で完成しています。空欄は、この不定詞の中にある動詞「transfer（移動させる）」という動作を後ろから修飾する位置にあるため、「副詞」が必要です。したがって、末尾が「-ly」で終わる「securely（安全に）」が正解です。,形容詞で「安全な、しっかりした」という意味の単語です。名詞を修飾する働きしか持たないため、動詞の「transfer」のやり方を後ろから修飾することはできません。,名詞で「安全、警備、セキュリティ」という意味の単語です。文末のこの位置に名詞を配置すると文法構造が成立しなくなります。,名詞「security」の複数形で、ビジネス文脈では「証券、有価証券」という意味でよく使われます。文脈および文法的に配置できません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,600-650,品詞・語形問題,,オフィスの暖房システムに何らかの不具合（異常）を気付いた場合は、設備マネージャーに通知してください。,Please notify the facilities manager if you notice any ----- with the office heating system.,irregular,irregularly,irregularity,irregularities,irregularities,空欄の直前にある「any」は、後ろに名詞を伴って「何らかの〜、いかなる〜」という意味を表す修飾語です。また、他動詞「notice」の目的語になる名詞が必要です。選択肢の中で名詞なのは「irregularity（単数）」か「irregularities（複数）」ですが、肯定の条件文の「any」は通常「複数名詞」または「不可算名詞」を好むため、複数の「irregularities（不具合、異常な点）」が最も自然な正解となります。,形容詞で「不規則な、異常な」という意味の単語です。anyの後ろで他動詞の目的語（名詞）にならなければいけないため、形容詞は置けません。,副詞で「不規則に、風変わりに」という意味の単語です。名詞の役割を果たすことができないため、目的語の位置に配置することは不可能です。,名詞の単数形です。意味は通じそうに見えますが、可算名詞であるため、冠詞がない状態で any の後ろに単数形で置くのは文法的に不自然であり、複数形に劣後します。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,500-550,時制問題,,人事部長は、今週末までに改定された従業員ハンドブックを配布する予定だ。,The human resources director ----- a revised employee handbook by the end of this week.,will distribute,has distributed,distributed,distributes,will distribute,文末にある「by the end of this week（今週末までに）」という表現は、「これから訪れる未来の期限」を指しています。そのため、文の動詞には未来の予定や行動を表す「未来時制」を用いるのが適切です。選択肢の中で明確に未来を表している「will distribute」が正解となります。,現在完了形です。過去から現在までに完了したことや経験を表すため、「今週末までに（未来）」という未来の期限を表す副詞句とは時制が一致しません。,過去形です。すでに完了した過去の事実を表すため、「今週末までに（未来）」という表現と一緒に使うことはできません。,現在形（三人称単数形）です。現在の事実や習慣的な動作を表す時に使う時制であるため、一回限りの未来の予定を表す文脈としては不適切です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,500-550,品詞・語形問題,,国際貿易委員会は、何時間にも及ぶ激しい交渉の末に合意に達した。,The international trade committee reached an agreement after hours of ----- negotiations.,intense,intensely,intensity,intensify,intense,空欄の後ろにある「negotiations（交渉）」という「名詞」を前から直接修飾して「激しい交渉」という表現を作るための「形容詞」を選ぶ問題です。選択肢の中で形容詞である「intense（激しい、強烈な）」が正解となります。,副詞で「激しく、強烈に」という意味の単語です。副詞は後ろの名詞（negotiations）を直接前から修飾することができないため文法的に誤りです。,名詞で「激しさ、強烈度」という意味の抽象名詞です。ここに名詞を置くと名詞が連続してしまい、複合名詞としても意味が通りません。,動詞の原形で「〜を激しくする、強める」という意味の単語です。名詞の前で修飾語として動詞の原形を直接配置することはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,550-600,品詞・語形問題,,顧客関係マネージャーは、最高のプロフェッショナリズム（プロ意識）を持ってその苦情を処理した。,The customer relationship manager handled the complaint with the ----- professionalism.,high,higher,highest,highly,highest,空欄の直前に定冠詞の「the」があります。英語の文法において「the ＋ 最上級 ＋ 名詞」の形で「最も〜な、最高の〜」という強い強調を表すことができるため、最上級の形である「highest」が正解となります。,形容詞の原級（高い）です。直前に定冠詞「the」がある状態で、後ろの不特定多数の度合いを最大に強調する文脈において原級を置くのは不自然です。,形容詞の比較級（より高い）です。比較級を用いる場合は、通例後ろに「than」などの比較対象が必要ですが、今回の文には比較対象が存在しないため不適切です。,副詞で「非常に、高度に」という意味の単語です。直後の名詞（professionalism）を直接前から単独で修飾することは副詞にはできないため、文法的に誤りです。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,550-600,時制問題,,CEOは、すべての部門マネージャーが金曜日までにコスト削減案を提出することを要求している。,The CEO ----- that all department managers submit their cost reduction proposals by Friday.,request,requests,requesting,requested,requests,文の主語は「The CEO（三人称単数）」であり、後ろに「that節」を従えて要求を出す「動詞」が必要です。選択肢の中で主節の動詞として機能し、三人称単数の主語と一致する現在形の「requests」、または過去形の「requested」が候補に挙がります。通常、現在の規定や要求事項を表すため現在形の「requests」が最も標準的で正解となります。（※TOEICのPart 5では明確に過去を表す言葉がない場合、一般的な事実として現在形が正解になるケースが多いです）,動詞の原形です。主語が「The CEO」という三人称単数であるため、現在形にするなら「-s」が必要であり、原形のまま置くことはできません。,動詞の現在分詞・動名詞の形です。接続詞や助動詞がない状態で、主語の直後に「-ing」を単独で置いて文のメインの動詞にすることはできません。,過去形ですが、この文脈において「かつて要求した（今は違う）」という過去の事実にする必要性が薄く、現在の公式な要求として現在形「requests」が優先されます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,500-550,品詞・語形問題,,広報チームは、会社の業績を強調するために美しいパンフレットをデザインした。,The public relations team designed a beautiful ----- to highlight the company's achievements.,brochure,brochures,brochuring,brochured,brochure,空欄の直前に「a beautiful（不定冠詞 ＋ 形容詞）」の並びがあります。不特定の一つのものを指す冠詞「a」があるため、空欄には必ず「可算名詞の単数形」を配置しなければなりません。したがって、名詞の単数形である「brochure（パンフレット、小冊子）」が正解です。,名詞の複数形です。直前に単数を示す冠詞の「a」が存在しているため、複数形をここに配置することは文法規則上絶対に不可能です。,動詞「brochure」の現在分詞または動名詞の形です。冠詞と形容詞の後ろに置く単語（名詞の役割）として不適切です。,動詞「brochure」の過去形または過去分詞形です。文法的にこの位置に配置して文を成立させることはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,600-650,前置詞・接続詞問題,,研究所に入る前に、訪問者は保護メガネと白衣を着用しなければならない。,"Before ----- the laboratory, visitors must put on protective eyewear and lab coats.",enter,entering,entered,enters,entering,「Before」は接続詞としても前置詞としても機能します。ここでは、主語が省略されて後ろに動詞の「-ing形」が続く「分詞構文（または前置詞+動名詞）」の構造になっています。「研究所に入る」というのは主節の主語である「visitors」が行う「能動」の動作であるため、現在分詞の「entering」が正解となります。,動詞の原形です。Beforeを接続詞として使う場合、後ろには「主語 ＋ 動詞」が必要ですが、主語（theyなど）が欠落しているため動詞の原形を直接置くことはできません。,動詞の過去形または過去分詞形です。過去分詞を入れると「研究所が（何者かに）入られた前に」という受動の意味になってしまい、文脈が通らなくなります。,動詞の三人称単数現在形です。主語がない状態で、接続詞の直後に三人称単数の動詞を直接配置することは英語の文法上できません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,500-550,代名詞・関係代名詞問題,,取締役会は、退職する最高財務責任者に対して、彼らの心からの感謝の意を表した。,The board of directors extended ----- sincere gratitude to the retiring Chief Financial Officer.,they,them,their,themselves,their,空欄の後ろにある「sincere gratitude（心からの感謝）」という「名詞（句）」を前から修飾し、「誰の感謝なのか」という所有の関係を示す必要があります。主語である「The board of directors（取締役会：集合名詞・複数扱い）」を指す代名詞の所有格を選ぶ必要があるため、「their（彼らの）」が正解となります。,人称代名詞の主格（彼らは）です。後ろにある名詞を修飾することはできず、主語の位置でもないため配置できません。,人称代名詞の目的格（彼らを、彼らに）です。名詞を前から修飾して所有の意味を持たせることは目的格にはできません。,再帰代名詞（彼ら自身）です。名詞を修飾する働きはなく、「彼ら自身の感謝」とする場合も形容詞的にこの位置に単独で置くことは不可能です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,500-600,品詞・語形問題,,新しい技術の開発は、専門的な設備が必要だったため、費用もかかり困難であると分かった。,Developing the new technology proved to be both costly and ----- due to the need for specialized equipment.,challenge,challenged,challenging,challengingly,challenging,「both A and B（AもBも両方）」という相関構成が使われており、Aの位置にある「costly（形容詞：費用のかかる）」と文法的に対等な関係（並列）になる「形容詞」を空欄に入れる必要があります。選択肢の中で純粋な形容詞として機能し、「困難な、やりがいの有る」という意味を持つ「challenging」が文法・文脈ともに最も適切です。TOEICでは「costly」が「-ly」で終わるものの、副詞ではなく「形容詞」であることを見抜くのが最大のポイントになります。,名詞で「課題、挑戦」または動詞で「挑戦する」という意味の単語です。今回は「both A and B」によって形容詞の「costly」と並列に並べる必要があるため、名詞や動詞をここに配置することは文法規則上不可能です。,動詞「challenge」の過去形・過去分詞、あるいは形容詞として「障害のある」という意味を持つ単語です。今回の「技術開発が困難を極めた」という文脈において、「challenged」では意味が全く通らなくなります。,副詞で「挑発的に、困難に」という意味の単語です。空欄はbe動詞（proved to be）の補語（C）として形容詞「costly」と対等に並ぶ位置であるため、名詞を修飾する役割しか持たない副詞を置くことはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,600-700,前置詞・接続詞問題,,その大学は、国内生か留学生かに関わらず、困窮している学生に経済的支援を提供している。,The university provides financial assistance to students in need ----- whether they are domestic or international.,due to,even though,nevertheless,regardless of,regardless of,空欄の直後に置かれている「whether A or B（AであろうとBであろうと）」という名詞節の塊に注目します。英語の定型表現（イディオム）として、「regardless of whether...」で「〜かどうかにかかわらず」という非常に汎用性の高い複合前置詞句を形成します。TOEICのPart 5でも「whether」との相関関係が最も頻繁に狙われる超重要フレーズであるため、文脈・文法ともにこれが正解です。,原因や理由を表す前置詞で「〜のために、〜が原因で」という意味になります。これを当てはめると「国内生か留学生かという原因のために支援する」となり、前後の論理的な繋がりが完全に破綻してしまいます。,譲歩を表す接続詞で「〜だけれども、〜にもかかわらず」という意味です。接続詞の後ろには「主語 ＋ 動詞（S+V）」を伴う普通の文が来なければならないため、直接 whether 節を繋ぐことは文法的に不可能です。,接続副詞で「それにもかかわらず」という意味です。基本的には文頭で独立して使われたり、コンマを伴って文を修飾する役割を持つため、後ろに直接 whether 節を伴って目的語のように繋ぐことはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,550-600,品詞・語形問題,,配達が到着するまで、およそ2営業日かかります。,The delivery will take ----- two business days to arrive.,approximate,approximates,approximation,approximately,approximately,空欄の後ろにある「two（2つの）」という「数詞（数字）」を前から直接修飾するのに最も適切な品詞を選ぶ問題です。英語の文法規則として、数字（two business days）の前に置いて「およそ、約〜」と数字の度合いを修飾・限定する役割を担うのは「副詞」のみです。そのため、末尾が「-ly」で終わる副詞の「approximately」が正解となります。,形容詞で「おおよその」という意味の単語です。一見すると意味が通りそうに思えますが、形容詞は「two」という数詞を直接前から修飾して「おおよその2日」とすることはできないという語法ルール（× approximate two days / 〇 approximately two days）があるため不可です。,動詞「approximate（〜に近くなる）」の三人称単数現在形です。この文にはすでにメインの動詞として助動詞を含む「will take」が存在しているため、ここに動詞の現在形を重ねて配置することはできません。,名詞で「接近、概算、近似値」という意味の抽象名詞です。ここに名詞を配置してしまうと、後ろの数詞や名詞（days）との繋がりが完全に失われ、文法的なエラー（名詞の重複）を引き起こします。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,代名詞・関係代名詞問題,,その会社は数人の新しい従業員を雇ったが、そのうちの1人はその業界で長年の経験を持っていた。,"The company hired several new employees, one of ----- had years of experience in the industry.",which,who,whom,whoever,whom,ひとつの文（コンマで区切られた前後の節）の中に、2つの「主語 ＋ 動詞」のセット（The company hired... と one of ----- had...）を繋ぎ留めるための関係代名詞の知識が必要です。空欄の直前に前置詞の「of」が存在し、先行詞は「several new employees（人）」です。英語では前置詞の直後に置く関係代名詞は必ず「目的格」にしなければならないという鉄則があるため、人を表す目的格の「whom」が正解になります。,モノ（人以外）を表す関係代名詞です。今回の先行詞は「employees（従業員、人間）」であるため、モノを指す which で修飾することは文法的に不自然であり不適切です。,人を表す関係代名詞ですが、これは「主格」です。前置詞「of」などの後ろに直接関係代名詞を置く場合、主格の who を用いることは口語では稀にあっても、TOEICの厳格な正統文法としては誤りとされ、目的格の whom が絶対優先されます。,複合関係代名詞で「〜する人は誰でも」という意味です。すでに先行詞（several new employees）が文中に明示されているため、先行詞を内部に含む役割を持つ whoever をこの位置に配置することはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,500-550,品詞・語形問題,,買い物客は、コード「SALE20」を適用すると、さらに20%の割引を受けることができます。,"Shoppers can get an ----- 20% discount if they apply the code ""SALE20"".",additive,addition,additional,additionally,additional,空欄の後ろにある「20% discount」という「名詞（句）」を前から直接修飾して、意味を補う品詞を選ぶ問題です。名詞を修飾できるのは「形容詞」の役割であるため、選択肢の中から「追加の、さらに別の」という意味を持つ形容詞の「additional」を選ぶのが正解です。ビジネス英語において「additional discount（追加割引）」や「additional cost（追加費用）」は最頻出のコロケーションです。,名詞で「添加物」、または形容詞で「付加的な」という意味の単語です。形容詞の意味はありますが、これは化学物質や数理的な付加に対して使われることが多く、「追加の割引」という商業的な表現では一切使用されません。,名詞で「追加、足し算、付加物」という意味の単語です。ここに名詞を配置してしまうと、後ろの「discount」という名詞と直接衝突してしまい、複合名詞としても意味が通らなくなります。,副詞で「さらに、加えて」という意味の単語です。副詞は後ろにある名詞句（20% discount）を直接前から修飾する働きを持たないため、文法規則上配置することができません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,650-730,品詞・語形問題,,それが自分のキャリアを前進させることを期待して、彼女は新しい同僚たちと共にそのプロジェクトを引き受けた。,"She took on the project with new colleagues, ----- it would advance her career.",hope,hopes,hoping,hoped,hoping,"コンマ（,）によって主節（She took on the project...）が一度完全に完結した後に、付加的な情報や心理状態を付け加える「分詞構文」の知識を問う問題です。主語である彼女（She）が「自分のキャリアを前進させることを望んでいる」という「能動（〜しながら）」の関係が成立するため、現在分詞の「hoping」が正解となります。後ろには接続詞 that が省略された節が続いています。",動詞の原形（または現在形）です。この文にはすでに接続詞がない状態で「took on」という動詞が存在しているため、ここに別の動詞の原形を直接並べることは文法的に絶対に不可能です。,動詞「hope」の三人称単数現在形です。原形と同様に、接続詞によって新しく節が開始されていないこの位置に、単独で動詞の現在形を配置することは文法規則に違反します。,動詞の過去形、または過去分詞です。過去分詞として分詞構文を作ると「（誰かから）望まれて」という受動（受け身）の意味になってしまうため、彼女自身の心理を表す文脈として完全に不自然になります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,500-550,品詞・語形問題,,その町の多くのレストランは、新鮮な地元産の食材を使うことに誇りを持っている。,Many restaurants in the town take pride in using fresh ----- grown ingredients.,local,locally,localizing,localization,locally,空欄の後ろに置かれている「grown」は、「栽培された、育てられた」という意味を持つ「過去分詞（形容詞と同じ働きをするもの）」です。過去分詞を前から修飾して「どのように栽培されたのか」という状態を説明できる品詞は「副詞」の役割です。そのため、末尾が「-ly」で終わる副詞の「locally（地元で）」が正解となります。「locally grown ingredients（地元産の食材）」はTOEICのパート5・7で頻出する定番表現です。,形容詞で「地元の、地方の」という意味の単語です。形容詞は名詞を修飾するものであるため、同じく形容詞的な働きをしている過去分詞（grown）を直接前から修飾することは語法上できません。,動詞「localize（地方に限定する、ローカライズする）」の現在分詞、または動名詞です。過去分詞の「grown」の前に配置して修飾関係を構築することは、意味・文法ともに不可能です。,名詞で「地方化、局限化、ローカリゼーション」という意味の抽象名詞です。ここに名詞を置いてしまうと、後ろの形容詞・過去分詞との構造的な繋がりがなくなり、文全体が崩壊します。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,600-650,品詞・語形問題,,従業員は、オフィスに入る際、警備員に身分証明書を提示しなければならない。,Employees are required to show their identification to the guards when ----- the office.,enter,enters,entered,entering,entering,接続詞「when」の後ろの構造を見極める「分詞構文」の問題です。本来は「when they enter the office」という副詞節でしたが、主語の they（＝Employees）が主節の主語と同じであるために省略され、動詞が「-ing（現在分詞）」に変化しています。接続詞の直後に主語がない場合、後ろに目的語（the office）を直接従えて「〜する時（能動）」という関係を作るには、現在分詞の「entering」が正解です。,動詞の原形です。接続詞「when」の後ろに主語（theyなど）が存在しない状態で、いきなり動詞の原形を直接配置して文を成立させることは英語の文法上不可能です。,動詞「enter」の三人称単数現在形です。原形と同様に、主語が欠落している接続詞の直後に、単数形の動詞をそのまま配置することは絶対にできません。,動詞の過去形、または過去分詞形です。過去分詞としてここに置くと「オフィスが（誰かに）入られた時」という受動の意味になってしまい、さらに後ろに目的語「the office」を残すこともできなくなるためNGです。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,代名詞・関係代名詞問題,,このトピックをさらに深く探求することを望む人なら誰でも、ウェブサイトで追加の資料を利用することができます。,"For ----- wishes to explore this topic further, additional resources are available on the website.",those,whoever,anyone,all,whoever,前置詞「For」の後ろに名詞の塊を作りつつ、空欄の直後に直接続いている動詞「wishes（単数扱いの三人称単数形）」の主語になれる言葉を選ぶ難問です。複合関係代名詞の「whoever」は、それ自体の中に「anyone who（〜する人は誰でも）」という名詞と主格の関係代名詞を内包しており、かつ単数として扱われます。そのため、直後に「wishes」を直接続けて大きな名詞の塊を作ることができるため正解です。,代名詞で「人々」を指す、常に「複数扱い」の言葉です。もしこれを入れる場合、後ろに続く動詞は単数形の「wishes」ではなく、複数形の「wish」でなければならないため、文法的なミスマッチにより不可となります。,代名詞で「誰でも」という意味の「単数扱い」の言葉です。一見良さそうですが、これを入れると「anyone wishes」という「名詞 ＋ 動詞」が直接繋がってしまい、後ろから修飾するための関係代名詞（who）が欠落しているため文法エラーになります。,代名詞で「すべての人、物」を指す、通常「複数扱い」の言葉です。Those と同様に、後ろの動詞が三人称単数形の「wishes」になっていること、および関係代名詞が欠落していることから配置できません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
